fips,white,black,hispanic,asian,no_high_sch,high_sch%,some_col%,college%,unemployment,med_hh_income,med_hh_income_pct_state,rural_urban_continuum,urban_influence,metro_code,population,pop_change,nat_incr_rate,intl_migration,poverty_pct,child_poverty,ppl_per_sq_mi,majority
29183,89.1,5.9,2.8,2.2,5.2,24.6,31.3,38.9,2.5,89236,155.5311584,1,1,1,402022,3242,3.2,387,4.6,4941,643.2,R
29185,95.5,2.3,1.7,0.1,15.5,41.1,29.5,13.9,4.6,39319,68.52984619,8,4,0,9397,8,-4.5,-5,19.3,501,14.6,R
29187,92.8,5.4,1.2,0.4,15.2,37.2,33.3,14.3,3.7,43886,76.48976135,4,3,0,67215,478,-1.2,-7,17,2702,144.6,R
29189,62.43296966883318,31.594367069018883,2.7422108738264726,3.354673475704116,6.5,21.2,28.6,43.6,3.1,70161,122.2849655,1,1,1,994205,-1014,0.8,1722,9.3,26259,1967.2,D
29510,NA,NA,NA,NA,12.2,23.9,27.5,36.3,3.9,46309,80.71285248,1,1,1,300576,-2843,2.8,734,20.4,15223,5157.5,D
29186,97,1.6,0.8,0.3,10.6,39.3,30.3,19.7,2.7,61662,107.4718933,6,4,0,17894,17,0.3,-1,9.7,492,36.4,R
29195,83.2,7.7,8.2,0.5,16,37.8,26.8,19.4,3.2,47324,82.48191833,6,3,0,22761,-129,0,45,15.7,1036,30.9,R
29197,98.2,0.8,0.7,0.2,12.4,46.2,28.7,12.6,4.4,43183,75.26448822,9,8,0,4660,66,5.8,2,20.8,237,14.4,R
29199,98.3,0.5,0.7,0.2,20.1,41.5,24.2,14.2,3.1,46871,81.69237518,9,10,0,4902,-36,6.7,0,14.4,329,11.1,R
29201,84.9,13,1.8,0.3,15,41.6,27,16.3,3.5,44924,78.29891205,4,5,0,38280,-261,0.7,-6,17.9,2500,93.3,R
29203,94.9,2.5,1.6,0.2,20,44.9,20.2,14.9,5.6,36477,63.57646942,9,10,0,8166,-23,1.3,0,22.6,598,8.4,R
29205,97.3,1.2,1.1,0.2,9.3,43.4,29.3,18.1,3,45939,80.06797028,9,10,0,5930,-67,4.2,0,15.8,282,12.7,R
29207,96.5,1.9,1.2,0.2,19.1,41.5,26.1,13.3,4.7,42363,73.83529663,6,6,0,29025,-239,-2.1,-2,18.4,1521,36.4,R
29209,96.1,1.5,1.7,0.3,12.8,32.9,35.7,18.6,5,50262,87.60261536,6,5,0,31952,251,-4.7,-5,15.4,1247,69.4,R
29211,79.7,1.7,18.6,0.10000000000000002,15.7,50.2,22.4,11.7,3.5,43421,75.67930603,9,10,0,6089,-144,2.4,10,15.6,293,10.4,R
29213,91.1,3.1,4.8,0.7,11.1,33.6,35.4,19.9,5.1,49314,85.95032501,4,5,0,55928,209,1.1,7,12.6,2132,81.7,R
29215,92.3,5.2,1.6,0.3,16.4,38.6,31.5,13.5,4.5,38914,67.82396698,9,9,0,25398,-108,-0.9,-11,21,1483,22.1,R
29217,95.5,1.9,1.6,0.5,11.7,40.5,29,18.9,3.5,46182,80.49150085,7,11,0,20563,71,0.7,3,17.1,1228,25.6,R
29219,92.9,3.7,2.9,0.4,11.3,37.6,32,19.1,2.9,63726,111.0692825,1,1,1,35649,883,2.9,7,10,1164,75.9,R
29221,95.1,3.4,1,0.2,23.1,37.4,29.7,9.9,4.5,41198,71.80479431,6,4,0,24730,-203,0.1,-1,22.4,1649,33.2,R
29223,96.5,1.9,1,0.2,23.8,39,27.7,9.6,4.8,35397,61.6941185,9,10,0,12873,-259,-5.9,-2,20.6,846,17.8,R
29225,95.2,2.4,1.7,0.2,13.9,37.3,32,16.8,3.6,54844,95.58866882,2,2,1,39592,413,4.9,0,16.2,2820,61.1,R
29227,97.4,1.2,1.1,0.3,10.2,43.6,26.2,20,2.7,45023,78.47145844,9,10,0,2013,-13,2.5,0,14.9,82,8.1,R
29229,96.3,1.7,1.3,0.3,19.6,45.5,24.8,10.2,5.3,39384,68.64313507,6,6,0,18289,102,0,-7,19.6,1434,27.6,R
30001,92.7,1.8999999999999997,3.7000000000000006,0.4,4.9,28.8,30.9,35.4,2.9,49771,86.939285280000007,7,11,0,9453,41,-2.3,13,14.5,255,1.7,R
30003,30.4,2.9,4,0.5,10.5,35.2,36.2,18.1,7.4,43718,76.36598969,6,6,0,13319,-46,8.4,12,26.1,1409,2.6,D
30005,47.89999999999999,2.1,1.8000000000000003,0.1,10.1,27.4,39.7,22.9,3.5,44090,77.01579285,9,12,0,6681,-93,2.7,4,21.3,520,1.5,D
30007,94.6,1.8,2.2,0.2,6.8,32.2,33.9,27.1,4,60622,105.8936539,9,10,0,6237,165,1.5,-1,9,148,4.7,R
30009,95.9,1.3,1.9000000000000001,0.2,5.8,31.1,32.7,30.4,3.4,57585,100.5886688,3,2,1,10725,34,-1.2,2,10.1,229,4.9,R
30011,97.6,0.9,0.7,0.1,7.5,32.7,39.6,20.2,2.8,49057,85.69207764,9,12,0,1252,22,3.2,0,14.2,54,0.3,R
30013,87.4,4.9,3.3,0.8,8.2,32.8,33.3,25.7,3.4,51732,90.36473083,3,2,1,81366,-322,3.3,6,14.2,3157,30.1,R
30015,75.5,1.6,1.6,0.4,7.4,33.9,30.4,28.3,2.7,48017,83.87541962,8,7,0,5635,-105,-3.5,1,15.4,249,1.5,R
30017,94.1,1.9,2.2,0.3,8,28.7,38.6,24.6,2.9,49379,86.25453949,7,11,0,11402,-190,-1.9,2,13,318,3.1,R
30019,94.40000000000002,1.8,1.5,0.20000000000000004,4.7,37,34.3,24,2,50001,87.34104156,9,12,0,1690,-39,1.8,1,11,40,1.2,R
30021,94.5,1.8999999999999997,2,0.3,7,34.2,36.7,22.2,2.4,56677,99.00258636,7,11,0,8613,-67,-1.2,-1,11.8,231,3.8,R
30023,91.6,2.9,2.9,0.3,8.9,38.1,32.5,20.4,3.2,41780,72.98071289,7,9,0,9140,11,-5.6,-3,15.9,233,12.6,D
30025,96.6,1.4,1.2,0.6,5.4,37.5,38.1,19,1.8,65651,114.6782455,9,12,0,2846,-66,3.8,0,9.7,96,1.8,R
30027,95.7,1.7,1.5,0.2,7.3,28.5,35.1,29.1,3.1,48703,85.07371521,7,11,0,11050,-67,-2.3,10,13.2,342,2.7,R
30029,94,2.3,2.3,0.6,5.3,29.4,34.3,31,4.7,61334,107.1373672,5,8,0,103806,1789,1.9,-42,9.4,2607,17.9,R
30031,93.3,2.2,2.8,1.1,3.2,17.8,28.9,50.1,2.3,73731,128.7922668,5,8,0,114434,2752,5.7,111,10.3,1696,34.4,D
30033,98.4,0.7,0.2,0.1,2.7,44.1,38.9,14.3,2.4,43106,75.29695129,9,12,0,1258,1,1.6,0,16.4,79,0.3,R
30035,30.7,2.9,1.8,0.2,10.4,39.2,28.9,21.4,7.5,41808,73.02962494,7,11,0,13753,-75,7,3,25.7,1307,4.5,D
30037,93,2.1,3.5,0.7,8,40.7,28.5,22.7,4.1,40469,70.69068146,3,2,1,821,-1,8.5,0,19.7,47,0.8,R
30039,96.4,1.8,1.4,0.1,7.8,31.5,31.8,28.9,5.7,49646,86.72093201,8,7,0,3379,8,-5.3,4,12.5,92,1.8,R
30041,72.9,3.6,2.3,0.4,9.3,30.2,35.1,25.4,3.7,51881,90.625,7,11,0,16484,142,7.8,7,15.7,836,5.6,R
30043,94,2.4,2,0.4,5.7,26.5,32.8,35,3.3,70929,123.8977814,9,8,0,12221,127,-2.7,2,8,234,6.9,R
30045,97.2,0.7,1.2,0.1,5.6,32.2,35.6,26.6,3.1,49401,86.29296875,8,7,0,2007,61,-1,1,14.5,84,1.1,R
30047,68.1,7.599999999999999,3.5,0.4000000000000001,8.2,28.5,33.7,29.6,4.2,49019,85.6257019,6,6,0,30458,238,-0.5,-5,17.2,1587,19.3,R
30049,92.4,2.8,2.5,0.6,4.4,23.6,32,40.1,3,66075,115.4188766,5,8,0,69432,810,1.3,-17,9.4,1706,18.3,R
30051,98,1.2,0.3,0.1,29.8,21.5,33.5,15.2,2.5,41240,72.0374527,9,12,0,2337,-79,-1.7,-1,19,115,1.6,R
30053,94.2,2.5,2.3,0.3,10.4,37.3,32.7,19.6,7.2,43669,76.28039551,7,9,0,19980,183,-6.2,9,17.4,955,5.4,R
30055,97.4,1.4,0.7,0.1,7.5,38.8,36.5,17.2,2,48551,84.80820465,9,12,0,1664,-5,0.6,0,14.5,58,0.7,R
30057,95.4,1.5,2.4,0.3,4.6,30.8,33.4,31.2,3.2,56579,98.83139801,9,10,0,8600,70,-2.9,0,9.7,155,2.1,R
30059,96.6,1.4,1.5,0.3,4.8,40.3,25.7,29.3,3.5,43946,76.76425171,9,10,0,1862,5,-2.7,1,15.7,72,0.8,R
30061,93.6,2.7,1.9,0.7,11.1,37,35.8,16.1,5.7,43928,76.73281097,8,7,0,4397,90,-4.4,-2,15.6,181,3.5,R
30063,91,3,2.6,1.1,4.4,21.7,31,43,3.2,57279,100.0541534,3,2,1,119600,960,2,112,11.8,2443,42.1,D
30065,94.3,2.1,2.6,0.2,8.5,42.8,32.5,16.3,3.9,48290,84.35229492,8,7,0,4633,1,-6.3,3,16.5,216,2.4,R
30067,95.2,1.8,2.1,0.3,5.5,29.9,33.1,31.5,3.4,51740,90.37870026,7,9,0,16606,-42,-0.7,-4,11.8,371,5.6,R
30069,98.4,1.2,1,0,1.1,39.4,26.9,32.6,3.6,42081,73.50650024,9,12,0,487,-25,-12,0,14.8,21,0.3,R
30071,86.2,4,1.9,0.2,9.1,39.5,34.2,17.2,3.7,47679,83.28500366,9,12,0,3954,-106,-1.2,0,14.3,183,0.8,R
30073,82.2,2.5,1.4,0.2,7,33.5,35.6,24,3.8,48542,84.79248047,7,11,0,5911,-49,3.5,13,17.5,316,3.8,R
30075,94.4,2.1,1.4,0.2,5.9,29.7,40,24.4,2.4,47843,83.5714798,9,12,0,1682,-38,2.4,0,13.8,54,0.5,R
30077,91.4,2.2,1.7,0.5,10.6,37.8,31.1,20.4,3.6,49387,86.26851654,6,6,0,6890,-63,-3.9,1,16.3,177,3,R
30079,95.4,2.8,1.4,0.5,12,30.7,35,22.2,3.8,46663,81.51026917,9,12,0,1077,7,4.7,0,13.1,37,0.7,R
30081,93.9,2.1,3,0.5,8.4,30.4,33.4,27.8,4,57209,99.93187714,6,6,0,43806,640,-2.6,-17,11.2,1289,16.8,R
30083,93.3,2.2,3,0.2,7.7,35.2,38.2,18.9,2.7,69095,120.6941757,7,9,0,10803,-52,4.1,-16,8.8,271,4.7,R
30085,35.6,3.1,1.3,0.4,12.5,31.6,38.6,17.4,4.3,38409,67.09230042,7,9,0,11004,-65,3.2,6,24.3,992,4.4,R
30087,60.199999999999996,3,3.4,0.5,10,30.7,41.5,17.8,5,58139,101.5563889,9,12,0,8937,-103,4.3,1,16.3,549,1.8,R
30089,90.4,3.3000000000000003,2,0.3,11.2,41.9,29.1,17.9,5.9,45193,78.94249725,8,7,0,12113,266,-1.3,-1,16.7,473,4.1,R
30091,94.6,2.2,1.5,0.4,8.1,32.1,35.9,23.9,2.2,51111,89.27997589,9,12,0,3309,-77,-2.4,0,12.3,87,2,R
30093,92.1,2.4,3.7,0.5,7.5,32,33.3,27.2,3.8,49249,86.02745819,5,8,0,34915,176,-1.6,51,15.3,1218,47.6,D
30095,95.3,1.7,2.3,0.3,6,35.5,33.4,25,3.1,68186,119.1063461,8,7,0,9642,159,-0.5,9,9.3,233,5.1,R
30097,95.6,1.6,1.4,0.7,5.4,36.6,32.6,25.4,2.8,55259,96.5256424,9,12,0,3737,34,0.3,2,10.3,104,2,R
30099,95.4,1.9,1.3,0.1,8,31.8,35.3,24.9,3.3,54458,95.12646484,8,7,0,6147,30,2.6,6,13.5,235,2.7,R
30101,90.4,2.5,2.4,0.39999999999999997,11.2,40,33.5,15.2,2.4,49448,86.37506866,7,11,0,4736,-99,4,-4,15.8,176,2.8,R
30103,92.8,2.9,3.5,0.39999999999999997,10.2,31.5,32.9,25.4,2.7,51754,90.4031601,8,7,0,696,23,8.8,0,12.2,27,0.7,R
30105,86.4,2.3,1.2,0.5,6.1,34.5,37.9,21.5,3.2,51869,90.60404205,7,11,0,7396,-10,3.6,2,12.8,266,1.5,R
30107,95.2,2.7,1.5,0.6,18.2,34.2,28.1,19.6,3.8,42059,73.46807098,9,12,0,2126,-58,2.3,-2,18.3,121,1.5,R
30109,97.1,1.2,1.3,0.5,11.3,37.2,28.1,23.4,3,51145,89.3393631,9,12,0,969,-61,0,0,11.3,29,1.1,R
30111,88.2,3.4,4.7,0.6,5.9,30.2,31.8,32.1,3.2,61435,107.3137894,3,2,1,161300,1271,2.3,43,11.3,5278,56.2,R
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31001,88.5,2.1,8.1,1.4,10,28.1,37.6,24.3,3.2,55182,87.18913269,4,5,0,31363,-151,2.4,59,10.6,920,55.7,R
31003,96,0.9,2.7,0.3,7,33.8,40.8,18.4,2.6,50771,80.21962738,9,10,0,6298,-10,3.3,4,12.2,233,7.8,R
31005,94.6,0.9,4.1,0.2,6.3,25.9,41.6,26.2,5.4,46417,73.34017944,9,10,0,463,1,0,0,13.6,23,0.6,R
31007,95.1,0.7,3.8,0,3,25.6,48.1,23.3,3.7,54706,86.43703461,9,8,0,745,20,8.2,0,11.3,34,0.9,R
31009,99.2,0.8,0,0,5,31,41,23,5,45411,71.75067139,9,10,0,465,-15,4.2,0,15.9,24,0.7,R
31011,97.8,0.7,1.2,0.2,5.1,37.6,36.3,21.1,2.7,58204,91.963974,9,10,0,5192,-49,-1.2,2,10,143,8,R
31013,84.6,3,10.2,0.3,9.3,33,40.5,17.1,3.2,61522,97.20651245,7,11,0,10783,50,2.5,2,10.3,366,10.5,R
31015,96.4,1,1.6,0.8,4,43.9,35.4,16.7,3.3,46548,73.54716492,9,12,0,1919,-31,-2.6,1,14.1,73,3.9,R
31017,97.7,0.9,0.9,0.2,4.9,40.8,33.6,20.7,3.5,48843,77.17333221,9,12,0,2955,-12,-1.7,0,11.6,106,2.6,R
31019,89.2,2.2,7.3999999999999995,1.3,6.9,25.6,32.9,34.6,2.6,64759,102.3210602,4,5,0,49659,307,5.3,38,11.6,1124,47.6,R
31021,95.1,1.6,1.8,0.2,8.7,35.7,34.2,21.3,3.4,54554,86.1968689,8,7,0,6459,-27,-5.3,1,10.1,182,14,R
31023,96.4,1,2.3,0.3,7,37.6,34.1,21.4,2.6,63310,100.031601,6,6,0,8016,-27,0.2,0,8.2,166,14.4,R
31025,95.40000000000002,1.8,2.4,0.3,5.6,29.9,36.8,27.7,3.3,72915,115.2077713,2,2,1,26248,59,1.3,7,5.3,429,45.3,R
31027,97.8,0.8,1.3,0.1,7.5,35.4,36.1,21,2.5,60400,95.43371582,9,10,0,8402,-51,1.2,1,8.6,214,12,R
31029,88,1.3,11.1,0.1,11.9,25.8,41.3,21,2.3,57656,91.09812164,9,12,0,3924,-13,-2,9,9.1,103,4.4,R
31031,90,2.7,1.7,0.4,5,31.5,40.5,22.9,2.4,50677,80.07109833,7,11,0,5689,-74,3.5,-2,10.7,222,1,R
31033,90.8,1.5,6.1,1.6,6.4,27.6,40.6,25.4,3.7,56229,88.84342194,7,11,0,8910,-372,0.2,-3,10.1,254,8.4,R
31035,90.8,1.8,7.7,0.2,8.5,34.4,37.2,19.9,3.2,63829,100.8516388,8,7,0,6203,1,1.8,-1,10.6,200,11.4,R
31037,57.4,2.9,41,0.3,30.7,28.9,24.9,15.4,2.7,62472,98.70753479,7,9,0,10709,-25,11.3,120,8.2,348,25.5,R
31039,90.5,1.3,8.3,0.2,11.6,35.1,29.5,23.8,2.7,59505,94.01959229,7,9,0,8846,-89,2.5,-2,8.9,218,16,R
31041,96.5,1.2,2,0.1,6.6,30,39.4,24,2.4,51004,80.58776855,7,9,0,10777,-53,-0.3,-2,11.8,380,4.2,R
31043,55.199999999999996,5.4,35.3,3,23.5,35.3,28.2,13,3.9,61010,96.39753723,3,2,1,20026,24,11.6,0,10.6,795,79.5,R
31045,87.8,4,3.3,1,3.9,25.7,33.5,36.9,2.9,46377,73.27697754,7,11,0,8589,-116,-0.5,6,16.4,264,6.6,R
31047,63.6,5.2,31.8,0.6,22,31.6,30.6,15.8,3,56839,89.80723572,7,8,0,23595,-149,8.8,116,11.9,993,24,R
31049,94.7,1.2,3.9,0.3,10.8,33.6,39.7,15.9,2.9,48793,77.09432983,9,12,0,1794,-27,-1.1,1,11.2,84,4.4,R
31051,88.2,1.3,10.4,0.2,12.1,35.3,31.4,21.2,3.1,57324,90.57354736,3,2,1,5636,-64,3.7,8,8.7,151,12.6,R
31053,87.5,2,10.1,0.5,11.1,35.2,34.8,19,2.9,60853,96.14946747,4,5,0,36565,-160,1.5,61,9.5,961,69.4,R
31055,71.9,14.4,11.2,2.7,9.4,21.4,29.5,39.7,3.3,67264,106.2790298,2,2,1,571327,4936,7.5,1396,10.2,16968,1574.4,D
31057,92.2,1.6,5.8,0.1,16.9,24.3,35.6,23.3,2.6,45446,71.80596924,9,12,0,1693,-71,-4.6,-3,13.4,55,2.2,R
31059,95.4,1.4,3,0.2,7.9,33.5,37.2,21.4,2.6,60440,95.49691772,8,7,0,5462,-73,-0.2,0,8.5,98,10.2,R
31061,97.5,1.1,1,0.1,7.5,35.3,39.9,17.3,3.4,49659,78.46263123,9,10,0,2979,-34,2.7,0,14.3,118,5.6,R
31063,97.5,0.8,1.3,0.1,4.1,29.2,45.2,21.5,3.3,55712,88.02654266,9,10,0,2627,27,3.4,0,12.9,74,2.8,R
31065,95.7,1.3,2.7,0.2,11.3,33,38.3,17.4,2.8,50705,80.11534119,9,12,0,4676,-25,0.2,0,12.2,175,6.9,R
31067,96.10000000000001,1.7,1.7,0.39999999999999997,10,35.7,33.5,20.8,3.6,56817,89.7724762,6,5,0,21513,18,-1.3,1,11.2,655,26.2,R
31069,94.4,1.6,3.9,0,5.9,31.9,39.8,22.5,2.9,41158,65.0308075,9,12,0,1837,-53,0.5,0,15,83,1.2,R
31071,98.7,0.4,0.7,0.1,3.7,31.3,39.6,25.5,2.7,52707,83.27855682,9,12,0,1969,-5,-5.6,0,12.1,54,3.6,R
31073,95.6,1.7,2.4,0.2,7,27.5,35.9,29.5,2.6,64870,102.4964447,9,8,0,1990,-6,1,0,8.9,59,4.5,R
31075,97.7,0.8,1.1,0.2,3,35.8,34.3,26.8,2.8,60773,96.02307129,9,12,0,623,-34,9.4,0,9.6,24,0.8,R
31077,96.6,1.1,2,0.1,6.1,34.3,43.3,16.3,2.9,48178,76.122612,8,7,0,2356,1,2.5,0,12.5,99,4.5,R
31079,72.6,3.8,23.3,1,15.4,31.3,31.8,21.5,3.5,57371,90.64781189,3,2,1,61353,67,7,208,10.2,2226,107.3,R
31081,96.9,0.9,2,0.2,4.9,30,40.1,25,3,68236,107.8148193,3,2,1,9324,64,2.4,-1,6.5,164,16.8,R
31083,97.70000000000002,0.5,1.3000000000000003,0.2,7,27.2,43.5,22.4,2.8,53362,84.31347656,9,10,0,3380,-6,-2.4,0,11,103,6.2,R
31085,96,0.1,3.4,0.3,9.8,26.3,45.6,18.3,2.4,46399,73.31173706,9,10,0,922,5,16.3,1,15,42,1.4,R
31087,97,1.1,1.4,0.1,7.9,33.5,41,17.6,3.4,49451,78.13398743,9,12,0,2762,-39,-6.1,0,11.3,98,4.1,R
31089,96,0.6,2.9,0.2,6.5,33,38.1,22.4,2.6,54474,86.07047272,7,11,0,10067,-81,1.9,6,11.1,365,4.3,R
31091,98,0.5,1.1,0,6.5,35.2,31.9,26.4,3.1,50093,79.14836121,9,12,0,682,6,-1.5,0,8.2,15,1,R
31093,96.7,1.3999999999999997,1.7,0.20000000000000004,5.1,36.2,37.5,21.1,3.5,56881,89.87359619,3,2,1,6445,-12,2,0,10.1,178,11,R
31095,95.7,1.5,2.7,0.2,8.9,37.3,36,17.8,2.7,56740,89.65081024,7,9,0,7046,-52,-1.3,10,9.5,199,13.2,R
31097,83.5,5.8,8.3,1.4,13.7,42.8,26.1,17.5,3.5,54567,86.21741486,8,7,0,5071,-44,-3.1,2,11.2,119,13.9,R
31099,95,1.3999999999999997,3.7999999999999994,0.20000000000000004,3.6,29.2,40.6,26.7,2.3,64461,101.8502121,7,8,0,6495,-44,2.8,-1,7.7,150,12.6,R
31101,92.4,1.8,5.7,0.4,8.5,31.7,39.3,20.5,3.2,51478,81.33670044,7,9,0,8034,31,0.4,-5,11.1,287,7.9,R
31103,98.9,0.4,0.5,0.1,4.9,32.1,37.9,25,2.5,46010,72.69710541,9,12,0,806,0,-2.5,0,18.9,35,1.1,R
31105,90.6,2,6.4,0.7,11.3,36.3,36.3,16.1,3,52284,82.6102066,8,7,0,3632,54,-2.5,1,12.2,122,4,R
31107,88.4,1.4,1.8,0.2,7.9,33.8,36.7,21.6,3,53676,84.80960846,9,10,0,8332,-73,0.1,2,12.2,341,7.9,R
31109,84.3,6.2,5.8,3.5,6.3,21.5,32.6,39.5,2.8,61383,96.98688507,2,2,1,319090,2563,5.5,799,10.7,7480,340.8,D
31111,90.2,2.2,7.2,0.5,6.5,28.5,41.8,23.2,3.5,60924,96.26165009,5,8,0,34914,-234,1.9,17,10.8,1037,14.2,R
31113,96.89999999999999,0.39999999999999997,1.7,0.09999999999999999,6,30.1,44.2,19.6,3,53108,83.91214752,9,8,0,748,-7,-2.7,2,8.9,14,1.3,R
31115,97.6,0.3,2.1,0,1.9,29.4,43.3,25.3,4,51559,81.46468353,9,12,0,664,47,3.1,0,15.2,37,1.1,R
31117,98,1.9,0.4,0,10.8,23.8,43.3,22,2.7,52033,82.21362305,9,8,0,494,4,2,0,12.6,23,0.6,R
31119,83.3,3,12.9,0.5,9.6,30.4,37,23,2.8,58275,92.07615662,5,8,0,35099,-90,3.6,71,10.2,1016,60.9,R
31121,94.4,1.2,3.5,0.8,5.8,35.3,41.1,17.8,3.2,53411,84.39089966,3,2,1,7755,22,0.6,0,11,235,16.2,R
31123,84.4,1.8,13.6,0.4,12.5,32.3,35.7,19.5,2.9,49982,78.97298431,9,10,0,4642,-32,0.6,3,13.2,189,3.5,R
31125,97.1,1.2,1.7,0.1,6.8,37.7,37.2,18.3,3,55853,88.24932861,8,7,0,3519,13,2.6,1,10.3,98,8.5,R
31127,95.7,1.8,1.8,0.4,8.2,29.9,34.1,27.8,3.7,55343,87.44351196,7,11,0,6972,15,4.9,3,11.8,185,17.8,R
31129,96.3,1.5,2.2,0.2,8.1,34,37,20.9,2.7,48624,76.82730103,9,12,0,4148,-59,-4.3,4,11.2,118,7.8,R
31131,92.1,1.6,5.7,0.4,7.2,35.3,34,23.4,3.2,66293,104.7448273,6,6,0,16012,29,2.4,31,8.3,394,25.6,R
31133,96.79999999999998,1.6,1.3,0.3,12.4,40.6,30,17.1,2.9,47006,74.27082062,9,10,0,2613,-10,0.8,0,13.1,115,6.4,R
31135,95.9,0.7,3.2,0.2,12,25.8,34.2,28.1,2.3,63443,100.241745,9,10,0,2891,-11,2.4,1,9.5,84,3.4,R
31137,94.6,1.1,4.1,0.2,6.7,29.9,39.9,23.5,2.6,61420,97.04534912,7,9,0,9034,28,2.7,5,10,277,17,R
31139,97.7,0.7,1.3,0.2,4.6,33.3,39,23.2,2.7,67465,106.5966187,9,8,0,7148,3,2.8,0,9.3,188,12.7,R
31141,84.3,1.9,13.8,0.5,11.1,29.8,37.4,21.8,2.9,62804,99.23210907,5,8,0,33470,183,5.4,73,9,988,47.8,R
31143,95.9,1.1,2.9,0.1,8.6,31,38.5,21.8,2.8,66462,105.0118484,9,10,0,5213,-27,-0.4,3,6.9,94,12.3,R
31145,93.6,1.8,4.2,0.3,7.5,32.6,40.8,19.1,2.8,50260,79.41223145,7,11,0,10724,19,1.1,7,12,322,15.4,R
31147,93.6,2,1.3,0.3,7.8,36.2,37,19,3.2,50207,79.32849121,7,11,0,7865,-73,-3.5,1,12.3,257,15.2,R
31149,98.39999999999999,0.5,0.09999999999999999,0.19999999999999998,3.3,34,39.5,23.2,3.1,53905,85.1714325,9,12,0,1357,6,-0.7,0,13.9,59,1.5,R
31151,76.2,2.5,20.2,1.6,16.5,33.3,32.4,17.8,3.2,59937,94.7021637,6,6,0,14224,-112,4.1,60,9.2,357,24.7,R
31153,83.8,7.1,7.3,2.1,4.5,21.7,34,39.8,2.9,84016,132.7476654,2,2,1,187196,3134,7.7,107,5.9,3231,664.6,R
31155,96.2,1.4,2,0.4,6.8,31,36.8,25.4,2.8,71086,112.3179016,2,2,1,21578,304,2.1,3,6.9,349,27.7,R
31157,75.6,2.5,21.1,0.6,12,28.7,36.4,22.9,3.7,50263,79.4169693,5,8,0,35618,-307,1.8,23,13,1446,50,R
31159,96.4,1.4,1.6,0.4,6,28.6,36.5,28.9,2.9,72291,114.2218323,2,2,1,17284,11,1.9,9,7.2,252,29.3,R
31161,83.4,3.1999999999999997,3.1,0.3,9.4,32.8,34.9,22.8,2.8,46159,72.93253326,9,12,0,5246,57,-1.1,3,14.5,247,2.2,R
31163,98.2,0.5,1,0.3,7,36.2,36.5,20.2,3.2,48735,77.00268555,8,7,0,3001,-43,-0.3,0,12.4,124,5.6,R
31165,94.6,1.2,4,0.09999999999999999,6.8,29.4,33.2,30.6,2.8,47983,75.81450653,9,8,0,1166,-20,7.7,0,15.9,51,0.6,R
31167,93.5,1.8,4.6,0.09999999999999999,6.3,31.6,44.2,17.8,2.6,62045,98.03286743,9,8,0,5920,-50,5,3,7,131,14.3,R
31169,97.1,1.1,1.5,0.3,7.6,35.6,37.9,18.8,2.7,52439,82.85511017,9,12,0,5003,-36,-5.2,2,10.8,162,9.1,R
31171,97.2,1.2,1.9,0.3,6.1,22.8,46.3,24.7,3.5,51401,81.21504211,9,10,0,722,8,8.4,0,13.9,36,0.9,R
31173,39.5,2.2,2.7,0.1,10.9,32.9,39.9,16.4,4.5,48891,77.2491684,8,7,0,7224,-50,9.5,1,24.9,769,17.6,R
31175,96.9,0.9,1.9,0.3,7.7,34.2,33.9,24.2,3.2,47981,75.81134796,9,12,0,4158,-39,0,8,10.4,128,7.5,R
31177,95.9,1.6,2.1,0.3,4.4,31.6,34,29.9,2.9,75197,118.8134003,2,2,1,20729,112,1.5,10,6.8,393,51.9,R
31179,92.7,2.5,4.2,0.5,4,27.5,36.1,32.4,2.6,57655,91.09654236,6,6,0,9385,67,2.9,1,11.8,175,21.7,R
31181,94.1,2,3.5,0.3,6.2,35.5,35.3,23,3.5,49518,78.23984528,9,10,0,3487,-47,-2.3,0,12.3,115,6.6,R
31183,98,0.9,0.6999999999999998,0.5,4.4,32.5,43.7,19.4,2.8,50207,79.32849121,9,12,0,783,-19,2.5,0,12.3,32,1.4,R
31185,93.1,2.2,4.1,0.4,6.4,27.9,37.3,28.4,2.7,59749,94.40512085,6,6,0,13679,-69,2.6,1,9.4,354,23.9,R
32510,70.7,4.8,21.3,2.1,13,26,38.9,22.2,3.9,58126,91.87266541,3,2,1,55916,714,-0.7,-43,12.2,1938,382.1,R
32001,76.5,5.8,12.1,2.7,8.4,31.6,41.2,18.8,3.5,56335,89.04185486,6,5,0,24909,403,2.7,-5,11.7,963,5,R
32003,48,15.6,29.1,8.7,13.9,28.5,33.1,24.5,4,62131,98.20288086,1,1,1,2266715,40600,4.1,-360,13.3,95590,247.3,D
32005,83.2,3.6,10.9,1.5,6.8,24.4,39.4,29.4,3.9,76296,120.5917664,4,3,0,48905,416,-5.4,-16,8.1,914,66.2,R
32007,69.1,3.8999999999999995,22.9,0.9000000000000001,13.7,32.8,37,16.6,3,83287,131.6415863,5,8,0,52778,239,7.7,-45,11,2003,2.8,R
32009,77.3,4.3,15.300000000000002,0.4000000000000001,11.7,40.6,31.6,16.1,3.7,50675,80.09577942,9,10,0,873,46,-1.2,0,13.8,17,0.2,R
