fips,white,black,hispanic,asian,no_high_sch,high_sch%,some_col%,college%,unemployment,med_hh_income,med_hh_income_pct_state,rural_urban_continuum,urban_influence,metro_code,population,pop_change,nat_incr_rate,intl_migration,poverty_pct,child_poverty,ppl_per_sq_mi,majority
01001,77.2,19.3,2.4,0.9,11.5,33.6,28.4,26.6,2.7,58233,112.4818878,2,2,1,55869,336,1.5,-16,12.1,2040,91.8,R
01003,83.5,10.9,4.4,0.7,9.2,27.7,31.3,31.9,2.7,59871,115.6458282,3,2,1,223234,5379,-0.1,80,10.1,6323,114.6,R
01005,46.8,47.8,5.1,0.4,26.8,35.6,26,11.6,3.8,35972,69.48291779,6,6,0,24686,-186,-2.3,13,27.1,2050,31,R
01007,75,22.9,1.8,0.1,20.9,44.9,23.8,10.4,3.1,47918,92.55760956,1,1,1,22394,27,-0.5,10,20.3,1147,36.8,R
01009,88.90000000000002,2.5,8.1,0.20000000000000004,19.5,33.4,34,13.1,2.7,52902,102.1846237,1,1,1,57826,55,-0.1,6,16.3,2750,88.9,R
01011,21.9,71,7.1,0.2,25.3,40.3,22.3,12.1,3.6,31906,61.62909698,6,6,0,10101,-73,0,-1,30,825,17.5,D
01013,54.099999999999994,44.2,0.8999999999999999,0.8000000000000002,15,45.2,23.7,16.1,3.6,39944,77.15516663,6,6,0,19448,-183,-3,18,21.6,1460,27,R
01015,73.6,22.2,3.3,0.7,15.6,32.8,33.2,18.5,3.5,47747,92.22731018,3,2,1,113605,-726,-2.3,14,17.2,5878,195.7,R
01017,58.1,39.9,1.6,0.5,18.4,36.7,31.6,13.3,2.9,42015,81.1554718,6,5,0,33254,-346,-2.6,6,19.6,2058,57.4,R
01019,92.1,6.1,1.2,0.2,18.4,40.3,28.6,12.8,2.9,45982,88.81806183,6,6,0,26196,182,-4.6,-3,15.9,1135,46.9,R
01021,81.1,10.9,7.799999999999999,0.3,18.2,44.4,24.6,12.7,2.7,49692,95.98423767,1,1,1,44428,265,1.1,35,16,2404,63,R
01023,55.6,43.8,0.5,0.1,18.6,37.7,31.8,11.9,4.7,39808,76.89247131,9,10,0,12589,-244,-3.4,-2,22.6,745,15.2,R
01025,54,44.6,1,0.3,19.4,41.8,26.6,12.2,5.8,43822,84.64584351,7,11,0,23622,-296,-2.4,-5,18.4,1425,20.9,R
01027,80.29999999999998,16.5,2.8999999999999995,0.2,23.3,37.8,28.3,10.6,3,40562,78.34888458,9,10,0,13235,-59,-3.3,-2,16.6,685,23.1,R
01029,93.2,4.4,2.1,0.2,21,38,25.6,15.4,3.2,51276,99.04386902,8,4,0,14910,-100,-0.1,-11,13.3,591,26.7,R
01031,72.3,19.2,6.4,1.3,14.1,27.2,35.9,22.8,2.9,57299,110.6777954,4,5,0,52342,392,0.6,34,15,2664,73.6,R
01033,79.6,17.7,2,0.4,14.8,37.8,29.2,18.1,3.7,46683,90.17210388,3,2,1,55241,237,-1.6,73,14.6,2204,91.8,R
01035,51.1,47.5,1.2,0.10000000000000002,15.7,51.1,20.4,12.8,4,41539,80.23603821,7,11,0,12067,-225,-4.8,1,22.2,845,15.6,R
01037,65.9,31.9,2,0.1,20,40.3,26.9,12.8,3,42024,81.17285919,8,3,0,10663,20,-3.1,13,17.1,478,17.7,R
01039,84.1,13.9,1.3,0.4,16.6,37.3,30.8,15.3,3.4,44836,86.6044693,6,6,0,37049,96,-3.5,-5,17.2,2133,36.6,R
01041,72.1,24.9,1.5,1.4,20.8,39.5,22.3,17.4,2.8,43309,83.65494537,8,6,0,13772,-53,-3,3,16.8,771,22.8,R
01043,92.7,2.2,4.3,0.4,18.4,34.1,33.6,13.9,2.6,50897,98.3117981,4,3,0,83768,350,-0.7,34,12.2,3124,109.4,R
01045,71.1,22.3,5.6,1.1,13.9,32.3,35.7,18.1,3.1,45120,87.15303802,4,5,0,49172,29,2.1,18,18.1,3061,89.6,R
01047,28.9,70.1,0.7,0.3,18.2,35.9,31.2,14.7,5.5,34034,65.73950958,4,5,0,37196,-1098,-2.8,5,26,3497,44.8,D
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01051,75,21.5,2.7,0.7,13.4,32.5,29.1,25.1,2.6,62310,120.3569565,2,2,1,81209,198,1.4,25,11.4,3159,128.2,R
01053,61.29999999999999,33.4,1.8999999999999997,0.2,18.9,43.7,24.9,12.5,3.5,42712,82.501785280000007,6,6,0,36633,109,-1.5,-1,20.5,2191,40.5,R
01055,79.3,16.6,3.3,0.6,15.4,32.9,33.9,17.8,3.3,43047,83.14886475,3,2,1,102268,-343,-3,37,18.8,5754,195.2,R
01057,86,12.4,1.2,0.2,17.4,41.3,28.9,12.4,3.1,44212,85.39916229,6,6,0,16302,-143,-3.1,5,17,779,27.5,R
01059,79.6,5.5,14.9,0.2,22.8,36.6,26.6,14,2.8,44874,86.6778717,6,6,0,31362,64,2.1,29,16.1,1865,50,R
01061,84.7,11,3.4,0.3,19.7,36,31.8,12.5,2.9,43089,83.22999573,3,2,1,26271,-35,-3.3,-7,16.1,1210,46.6,R
01063,17.3,82,0.8,0.2,20.8,38.6,30.5,10.1,5.6,28699,55.43450928,8,6,0,8111,-98,0.4,0,31.7,803,14,D
01065,39.4,59.6,0.9,0.2,16,43.4,26.4,14.2,3.9,40745,78.70236206,3,2,1,14651,-98,0.6,-3,20.5,1028,24.5,D
01067,67.8,29.6,2.2,0.3,20.6,32.6,29.8,17.1,3.6,48597,93.86915588,3,2,1,17205,32,-2.7,-1,17.2,1005,30.8,R
01069,68.7,27.5,2.9,0.8,14,31.2,33.1,21.7,3,50138,96.84572601,3,2,1,105882,1112,1.6,11,19.4,6601,175.1,R
01071,90.09999999999998,5.900000000000001,2.5,0.3,16.8,41,28.2,14,3.3,44322,85.6116333,6,5,0,51626,5,-2.2,-7,14.7,2049,49.4,R
01073,51.7,43.1,3.9,1.4,9.9,26.4,30.3,33.4,2.9,54127,104.5508118,1,1,1,658573,-856,1.6,460,16.2,33205,592.5,D
01075,86.1,12.5,1.2,0,17.7,39.8,30.6,11.9,3.1,42686,82.4515686,8,7,0,13805,-77,-0.9,-1,15.3,628,24.1,R
01077,85.5,11.4,2.2,0.7,12.6,36,27.9,23.5,3.3,48188,93.07913971,3,2,1,92729,125,-2.8,35,15.7,3632,138.8,R
01079,76.9,15.800000000000002,1.7,0.1,20.7,41.2,25.5,12.6,3.1,47797,92.32389069,3,2,1,32924,-17,-2.4,-3,17.7,1590,49.7,R
01081,69.8,24.4,3.3,2.6,9.1,23.7,31.8,35.3,2.7,54160,104.6145554,3,2,1,164542,886,4.2,303,15.5,4849,230.8,R
01083,78.7,14.4,5.5,1.1,15.3,30.4,28.6,25.7,2.6,64729,125.0294571,2,2,1,98915,2738,1.5,32,12,3552,147.8,R
01085,25.1,74.1,0.8,0.1,21.7,39.6,24,14.7,5.7,33930,65.53862,2,2,1,9726,-248,-2.5,-1,26.6,766,15.8,D
01087,15.199999999999998,83.7,1.1,0.4000000000000001,18.2,30.2,31.2,20.4,4.3,34281,66.21660614,6,6,0,18068,-253,-5.1,1,29.3,1177,35.2,D
01089,66.1,26.5,4.6,2.5,8.3,20.6,28.3,42.8,2.5,68609,132.5240021,2,2,1,372909,5905,2.5,230,11.5,13373,417.7,R
01091,45.7,52.5,1.7000000000000002,0.3,16.2,38,29.8,16.1,3.5,38838,75.01882935,7,11,0,18863,-193,-3.5,3,24.8,1526,21.5,D
01093,92.6,5,2.1,0.2,20.4,34.8,32,12.8,3.4,44675,86.29348755,7,11,0,29709,-41,-3.5,3,16.9,1420,41.5,R
01095,83.9,3.3000000000000003,12.1,0.5,18.4,31.1,31.1,19.4,2.5,48913,94.47953796,4,5,0,96774,604,2.5,65,15.7,5132,164.4,R
01097,59.1,36.1,2.4,1.8,13.5,34,29.3,23.2,3.7,49492,95.59792328,2,2,1,413210,-698,2.1,266,17.7,25003,335.9,R
01099,54.7,43.1,1,0.3,14.4,47.2,24.9,13.5,4.9,40005,77.27298737,7,11,0,20733,-329,-3.8,-2,23.3,1355,22.5,R
01101,38.4,56,3.6,2.1,13.3,25,28.4,33.4,3.1,52711,101.8156891,2,2,1,226486,-18,3.9,321,15.8,12087,292.5,D
01103,77.5,13.8,7.7,0.6,15.9,30.4,31.3,22.4,2.6,54355,104.9912109,3,2,1,119679,476,0.7,113,13.7,5047,206.3,R
01105,29.700000000000003,69.1,1.1,0.3,17.2,36.9,23.1,22.8,5.2,29572,57.12078094,8,4,0,8923,-147,-2.9,2,33.9,851,14.7,D
01107,55.800000000000004,42.8,1.6,0.2,18.5,37.2,30.2,14.1,3.5,40249,77.74429321,3,2,1,19930,-50,-1.5,14,24.3,1287,22.4,R
01109,57.4,38.1,2.2,2,15,35.7,25.5,23.7,3.3,41271,79.71837616,6,5,0,33114,-128,0.2,79,21.8,1842,48.9,R
01111,75.4,21.2,2.8,0.2,20.4,34.9,28.2,16.5,3,42922,82.9074173,6,4,0,22722,-5,-1.4,-6,17.5,1342,39.5,R
01113,52.1,43.9,3.7000000000000006,0.4000000000000001,16.2,31.4,34.6,17.8,2.9,43670,84.35224152,2,2,1,57961,177,3.5,-49,18.9,3493,82.6,D
01115,87.3,9.9,2.1,0.6,15.4,35.6,32.9,16.1,2.7,65403,126.3313446,1,1,1,89512,858,0.1,23,11.2,2958,132.3,R
01117,80.2,12,5.9,1.9,7.3,19.8,29.9,42.9,2.2,77801,150.2791138,1,1,1,217702,2119,2.8,137,6.2,3859,248.5,R
01119,24,75.3,0.6,0.20000000000000004,13.3,35.4,29.8,21.6,4.5,29209,56.4196167,8,6,0,12427,-207,-2.2,27,36.4,1055,15.2,D
01121,64.5,33,2,0.4,19.7,33.7,31.6,15,3.4,47719,92.1732254,4,3,0,79978,-159,-2.5,32,17.4,4041,111.7,R
01123,69.3,27.6,2.5,0.5,19.3,32.7,29.5,18.4,3,47100,90.97757721,6,6,0,40367,-168,-3.7,2,16,2101,58.1,R
01125,65,30.7,3.1,1.2,11.7,29.9,27.7,30.7,2.7,52307,101.0353317,3,2,1,209355,1036,2.7,221,16.2,8526,147.3,R
01127,90.4,7.1,2,0.3,18.2,37.5,33,11.3,3.3,45991,88.83544922,1,1,1,63521,-148,-3.4,-1,17.3,3282,84.7,R
01129,65.2,26.1,0.9,0.1,17.4,43.1,26.9,12.7,4.6,48864,94.3848877,8,7,0,16326,-76,-1.6,14,18.6,1002,16.3,R
01131,26.6,73,0.6,0,23.5,39.5,24.5,12.5,7.1,30998,59.87522125,9,10,0,10373,-226,-2.8,0,32.5,1171,13.1,D
01133,94.9,1.9,2.6,0.2,21.2,38.2,27.8,12.8,3.3,40827,78.86075592,6,4,0,23629,-64,-3.5,2,16.7,1059,39.9,R
04001,20.4,2.2,5.8,0.3,19.6,32.2,35.9,12.3,9.9,35386,57.04935074,6,6,0,71887,156,3.2,37,33.4,8572,6.4,D
04003,58.5,8.2,32.4,1.9,12.6,24.1,40.2,23.1,5.7,48650,78.43358612,3,2,1,125922,-489,0.3,66,16.6,6965,21.3,R
04005,55.2,4.3,13.5,1.4,9.5,22,32.3,36.2,5.5,58301,93.99293518,3,2,1,143476,953,4.3,25,15.9,4362,7.2,D
04007,65.9,2.4,17.9,0.5,13.7,27.9,39.7,18.7,5.5,45980,74.12900543,4,3,0,54018,217,-5.5,9,21.1,3342,11.3,R
04009,52.3,4.7,30.4,0.5,14.7,28.7,41.4,15.2,4.8,50685,81.7144165,7,8,0,38837,842,5.3,30,20.1,2558,8.1,R
04011,48.1,4.8,47.9,0.5,11.9,34.7,39.8,13.5,3.9,68066,109.736084,7,9,0,9498,50,10,8,9.3,277,4.6,R
04013,58.7,8.4,29.6,3.5,12.3,22.4,32.6,32.7,4,68634,110.6518097,1,1,1,4485414,83011,4.4,5520,12.2,180511,414.9,D
04015,79.6,3.7,14.8,1.1,13.9,35.3,37.8,12.9,5.7,49712,80.14574432,3,2,1,212181,2889,-7.7,-246,16,9711,15,R
04017,43.9,3.2999999999999994,10.800000000000002,0.5,16.6,30.3,37.8,15.3,7.3,40676,65.57789612,4,5,0,110924,682,3,44,25.2,10046,10.8,R
04019,55.3,7.2,34.6,2.6,11.6,22.2,33.8,32.4,4.4,56150,90.52509308,2,2,1,1047279,10725,0.7,1204,14,40084,106.7,D
04021,58.7,8.4,28.5,1.7,14.2,29.3,37,19.5,4.9,62067,100.0644913,1,1,1,462789,15983,2.7,487,12.1,17042,70,R
04023,16,2.4,82.8,0.5,23.4,28.7,27.5,20.4,8.5,47779,77.02935791,4,5,0,46498,103,6.5,56,18.8,3398,38.3,D
04025,82,3.1,13.6,0.8000000000000002,9,25.8,39.3,25.9,4.4,54242,87.44901276,3,2,1,235099,3327,-5.4,-72,12,6132,26,R
04027,35.3,5.8,59.7,1.2,26.7,25.7,32.5,15,16.4,47024,75.81214905,3,2,1,213787,2175,6,546,20.4,15728,35.5,R
05001,71,25.8,2.7,0.5,16.1,38.9,29.2,15.8,3,52539,107.1787033,6,6,0,17486,-240,-0.6,-3,15.8,945,19.2,R
05003,68.2,26.9,4.9,0.2,16.7,43.7,27.3,12.3,5.4,47744,97.39698029,7,11,0,19657,-355,-1.9,-4,18.5,1069,23.6,R
05005,96,1.6,1.6999999999999997,0.4,11.3,36.3,34.5,17.9,4,41950,85.57731628,7,8,0,41932,308,-8.3,-1,12.7,1317,74.9,R
05007,76.6,3.9,15.5,2.9,11.4,29.2,26.1,33.4,2.6,70775,144.3798523,2,2,1,279141,6875,7,107,8.9,8687,261.2,R
05009,95.2,1.9,1.8000000000000003,0.4,12.6,33.4,37.9,16.1,3.2,50083,102.1685028,7,8,0,37432,47,-1.4,-11,15.1,1575,62.5,R
05011,58,28.900000000000002,13.200000000000001,0.19999999999999998,19,41.3,25.4,14.3,4.1,39982,81.5626297,7,9,0,10763,-75,-1.3,-5,22.9,800,17.7,R
05013,73.4,23.6,2.8,0.20000000000000004,15.8,44.7,28.1,11.4,4.4,48415,98.76580811,9,8,0,5189,-38,-1.7,-1,15.4,196,8.5,R
05015,84,2.6,12.699999999999998,0.6,13.7,35.9,29.1,21.2,3.1,43841,89.43492126,6,6,0,28380,283,-0.1,25,14.7,1143,43.6,R
05017,40.3,54.9,4.6,0.5,19.2,38.1,26.8,15.9,6.9,37014,75.50795746,7,9,0,10118,-324,-3.8,-2,31,984,18.3,D
05019,70.4,25,4,0.5,10,30.2,33.1,26.6,3.8,44105,89.97348022,7,8,0,22320,7,-0.4,2,20.6,960,26.6,R
05021,96.9,1.6,1.3,0.1,17.5,41.9,28,12.6,4.9,40686,82.9987793,7,9,0,14551,-212,-2.9,0,18.7,769,25.2,R
05023,95.9,1.7,2,0.2,14.1,42.8,27.6,15.5,4.5,46214,94.27580261,6,6,0,24919,-75,-6.3,-6,14.1,1011,46.9,R
05025,85.1,12.9,1.7,0.1,10.4,46.6,26.8,16.2,3.9,53773,109.6960449,3,2,1,7956,-39,-1.6,-1,13.7,337,14.5,R
05027,59.2,37.9,2.2,0.7,14.1,41.7,24.5,19.6,4.5,42964,87.64585876,7,8,0,23457,-129,-0.7,9,21.2,1245,32.1,R
05029,82.4,13.2,3.6,0.4,13,43.8,27.6,15.6,4.3,46924,95.72419739,6,6,0,20846,21,0.7,-5,15.6,1037,38.5,R
05031,79.6,14.9,4.4,1.1,10.7,34.6,28.5,26.2,2.8,47766,97.44186401,3,2,1,110332,1516,3.9,47,16.9,6773,136.4,R
05033,86.8,4,6.1,1.4,15,37.3,31.7,16,3.3,44600,90.98326874,2,2,1,63257,-122,1.6,5,18.3,4238,104.4,R
05035,45.20000000000001,52.29999999999999,2,0.6,17.4,34.8,30.4,17.4,4.2,41976,85.63035583,1,1,1,47955,-408,3.9,-7,22.4,4115,83.5,D
05037,74.7,23.3,1.5,0.5,16.4,41.5,27.7,14.4,4.2,45273,92.35617828,6,4,0,16419,-211,-0.8,2,17.8,977,29,R
05039,54.1,43.1,2.3,0.1,16.1,44.1,28,11.9,4.7,41314,84.27988434,6,6,0,7009,-143,-0.8,-2,18.8,412,12.2,R
05041,46.79999999999999,48.70000000000001,4.4,0.3,18.9,44.6,22.4,14.1,4.5,37005,75.48959351,6,6,0,11361,-146,-3.2,-1,25.4,1094,16.9,D
05043,68,28.9,2.5,0.5,13.1,35.3,28.8,22.8,5.2,44162,90.08975983,6,6,0,18219,-109,1.6,-5,18.5,944,22.3,R
05045,82.4,12.2,3.9,1.1,8.2,30.5,30.8,30.6,3,58482,119.3023224,2,2,1,126007,869,4.7,41,14.4,4470,174.8,R
05047,93.8,2.4,2,0.9,16.3,41,30.6,12.1,3.4,45670,93.16605377,6,6,0,17715,-49,-0.7,-1,16.2,900,29.8,R
05049,96.4,2,0.8,0.2,14.4,35.8,37.5,12.2,4,32926,67.16850281,9,9,0,12477,169,-5.4,5,17.7,684,19.8,R
05051,84,10.2,4.8,0.7000000000000001,10.9,31.4,36,21.6,3.7,45786,93.4026947,3,2,1,99386,420,-2.8,-27,16.9,4589,141.7,R
05053,94.1,3.2,2.2,0.3,9.2,43.8,28.3,18.7,3.2,58566,119.4736862,2,2,1,18265,85,-0.9,-6,12.1,617,28.3,R
05055,95.4,1.9,2.1,0.3,11.8,45.9,26.2,16.2,3.5,47098,96.07915497,4,5,0,45325,-14,1.8,-7,15.5,2147,72.9,R
05057,56.5,31.300000000000004,12,0.4,17.4,36.8,30.7,15.1,3.8,40867,83.36801147,6,6,0,21532,-153,2.7,-13,18.5,1434,31.1,R
05059,84.1,12.6,2.8,0.3,14.2,39,33.5,13.3,3.6,45860,93.5536499,6,5,0,33771,99,-0.5,-1,20.2,1755,53.5,R
05061,67.4,21.9,9.8,0.6,14.8,38.4,33.3,13.6,3.3,41427,84.51040649,6,6,0,13202,-100,0.1,-2,16.8,846,23.4,R
05063,89.8,3.5,5.8,0.8,14,37.6,30.9,17.5,4,47903,97.72133636,7,8,0,37825,57,2.2,-7,15.9,1811,48,R
05065,95,2.6,1.5,0.3,16.2,38,32.7,13.1,5.5,40233,82.07466125,9,10,0,13629,47,-5.1,2,15.9,545,23.6,R
05067,78.8,18.2,2.4,0.3,19.8,42.5,27.5,10.1,6.5,38636,78.81681061,6,6,0,16719,-34,-1.1,-2,22.9,1069,28.4,R
05069,41.4,56.3,1.6,0.8,13.9,38.9,29.3,18,5.5,40555,82.73153687,3,2,1,66824,-1243,-0.6,6,24.4,4701,88.9,D
05071,83.5,3.4,12.1,0.7,21.1,40.7,22.9,15.4,4.6,40396,82.40718079,7,9,0,26578,-81,2.8,-4,17.5,1499,38.7,R
05073,59.9,38,1.7,0.3,20.3,40.2,23.7,15.8,4.7,37164,75.81395721,8,7,0,6624,-55,-5,-1,25.5,435,14.5,R
05075,96.7,2,0.9,0.1,15.9,38.6,30.1,15.4,4.2,39604,80.79151154,6,6,0,16406,-26,-3.3,-3,18.4,955,29.6,R
05077,41.4,56.4,1.6,0.4,24.2,40.4,24.7,10.7,4.5,30421,62.05834198,7,9,0,8857,-119,-4.4,0,35.4,670,17.3,D
05079,65.8,30.9,3.2,0.2,18.9,47.3,24.1,9.7,4.4,44272,90.31415558,3,2,1,13024,-160,-3.5,1,27.1,666,25.2,R
05081,74.6,21.1,2.7,0.3,11,44.7,31.8,12.5,4.3,43257,88.24357605,3,2,1,12259,-38,-3.3,-3,17.8,707,24.7,R
05083,92.2,3.2,2.3,1.6,13.8,45.1,27.8,13.3,4.3,42249,86.18727112,6,6,0,21466,-207,-2.8,10,17.4,965,31.6,R
05085,87.9,7.799999999999999,3.3,0.8,10.9,36.7,31.8,20.6,3.2,62782,128.0742493,2,2,1,73309,-82,2.3,-12,10.7,2731,88.7,R
05087,91.9,1.9,4.8,0.5,19.4,43.9,22.6,14.2,2.5,48016,97.95185852,2,2,1,16576,214,4,-5,16.4,930,18.8,R
05089,95.9,1.8,1.7,0.2,13.5,37.5,31.9,17.1,4,38760,79.06977081,9,10,0,16694,29,-8.2,-4,16.3,804,27.9,R
05091,70.6,26.2,2.4,0.5,13.5,35.3,34.4,16.8,4.1,50905,103.8453674,3,2,1,43257,-105,1.1,-28,14.1,2357,69.5,R
05093,60.5,35.5,3.6,0.5,18.9,38.8,28.5,13.8,5.1,39990,81.57894897,4,3,0,40651,-585,2,-19,23,3111,51.6,R
05095,55.8,42,1.6,0.4,21.1,41.3,24.9,12.7,4.3,34289,69.9489975,7,9,0,6701,-179,-6.9,0,25.5,552,13.4,R
05097,92.8,2.2,3.8,0.5,20.2,36.4,29.9,13.5,4.6,39591,80.76499176,8,7,0,8986,76,-6.7,4,19.9,505,12.2,R
05099,65.1,32.1,2.4,0.3,9.6,43,32.8,14.6,4,36528,74.51652527,7,9,0,8252,-56,-0.2,-3,24.1,712,14.6,R
05101,94.8,2.3,1.7,0.3,13.5,35.4,30.6,20.5,3.5,37648,76.80130768,9,8,0,7753,-47,-3.1,0,18.1,454,10.1,R
05103,56.3,41.7,1.6,0.4,14,41.6,30,14.5,5.2,46393,94.64096069,7,8,0,23382,-238,-3.8,0,17.3,1409,35.6,R
05105,93.6,3.5,2.4,0.2,15.2,41.7,30.5,12.7,4.1,50560,103.1415787,2,2,1,10455,75,-2,1,16.5,579,18.9,R
05107,34.6,64,1.3,0.3,19.7,31.9,34.6,13.8,6,31521,64.30232239,6,3,0,17782,-272,0.7,-4,33.3,2245,31.3,D
05109,88.2,4.6,6.4,0.5,12.6,38.1,32,17.3,3.9,44426,90.62831879,9,10,0,10718,52,-2.6,2,16.9,537,18.8,R
05111,89,8.6,2.2,0.2,19.7,43.1,26.2,11.1,3.4,40536,82.69277954,3,2,1,23528,-375,-1,-4,23.1,1803,32.4,R
05113,89.8,2.6,5.8,0.5,15.1,36.5,34.3,14.1,4.2,39722,81.03223419,7,11,0,19964,-55,-3.6,-3,20.2,1287,24.1,R
05115,86.9,5.1,6.7,1,15.5,35.2,26.5,22.8,4.3,47519,96.93798828,5,8,0,64072,478,2.7,11,16.9,2829,76,R
05117,85.7,13.1,0.9,0.1,16.8,39.9,27.8,15.4,4.4,46205,94.25744629,8,7,0,8062,-20,-4.5,-2,15,361,13.4,R
05119,55.3,37,5.8,2,9.6,26,30.1,34.3,3.4,52684,107.4745026,2,2,1,391911,-7,3.2,153,14.6,17679,503.8,D
05121,95.9,2.1,1.6,0.2,17.1,36.1,32.9,13.8,3.9,42875,87.46430206,7,9,0,17958,-12,-1.1,-6,17.3,1051,27.6,R
05123,42.4,53.4,4.1,0.5,18.1,37.6,33.9,10.4,5.2,34389,70.15299988,6,3,0,24994,-515,-0.4,2,32,2158,44.5,D
05125,89,6.1,3.8,0.9,9.4,31.4,32.6,26.7,2.8,66944,136.5646667,2,2,1,122437,1363,1.5,-9,9.6,4118,148,R
05127,85.3,3,7,3.4,20.9,40.8,29.1,9.3,3.4,38065,77.65197754,6,6,0,10281,-58,-0.5,-5,19.6,683,12.6,R
05129,95.2,2.4,1.5,0.1,18.2,40.2,29.7,11.9,4.6,34712,70.81191254,9,10,0,7881,-49,-4.8,2,22.4,516,12.3,R
05131,72.8,10,12.3,4.1,15.9,31,31.7,21.3,3.3,48945,99.84700012,2,2,1,127827,257,3.9,-51,15.9,6508,236.4,R
05133,61.1,7.4,30.6,0.4,23.5,37.5,26.3,12.8,4.8,43493,88.72501373,6,6,0,17007,-54,5.7,-22,17.7,1195,30.2,R
05135,95,2.2,1.7,0.3,16.5,40.9,32.4,10.2,5,37591,76.68502808,7,9,0,17442,152,-2.7,2,23.3,1259,28.6,R
05137,96.1,1.7,1.3,0.4,18.8,34.9,32.4,13.9,4.7,36930,75.33659363,9,9,0,12506,52,-4.4,-8,19.3,721,20.4,R
05139,61.79999999999999,34.2,3.5,0.5,15.1,35.5,28.3,21.1,5.2,46602,95.06732178,7,8,0,38682,-457,-1.8,-1,18.9,2350,40.1,R
05141,94.1,2.4,2.7,0.3,14.9,42.6,28,14.5,5,38096,77.71521759,8,6,0,16545,-90,-6.6,11,19.9,928,24.4,R
05143,74.1,5.8,15.5,2.2,15,25.7,26,33.3,2.4,52158,106.4014664,2,2,1,239187,2576,6.7,164,15.1,9064,215.6,R
05145,89.6,5.8,3.7,0.5,15.6,39.3,24.2,20.9,4.5,46388,94.63076019,4,5,0,78753,372,0.6,-27,15.4,3606,74.5,R
05147,69.4,28.9,1.2,0.2,18.3,43.8,23.9,14,5.3,36568,74.59812164,9,10,0,6320,-146,-5,0,27.1,508,12.4,R
05149,76.7,3.1,19.1,1.3,21.8,40,25.3,12.8,4,44469,90.71603394,6,5,0,21341,-121,0.7,-2,15.6,1202,23.9,R
06001,34.1,18.6,22.5,26.1,11.6,17.6,23.5,47.4,2.9,107589,133.7789001,1,1,1,1671329,4573,4.6,8540,8.9,32720,2043.6,D
06003,72.5,2.4,7.1,0.6,8.8,28.1,28.6,34.5,5.1,58112,72.25793457,8,4,0,1129,40,4.5,1,17.2,58,1.6,D
06005,79.6,6.1,12.5,1.1,10,27.5,43.3,19.3,3.8,62640,77.88816833,6,4,0,39752,347,-3,17,9.8,737,64.1,R
06007,75.2,6.3,14.1,4.1,10.8,22.5,39.5,27.2,5.1,58394,72.60858154,3,2,1,219186,-11153,-0.5,103,16.1,6997,134.4,D
06009,83.5,4.8,10.3,1.3,9.8,28,43.9,18.3,3.8,68248,84.86129761,6,6,0,45905,207,-2.9,15,12.1,1479,44.7,R
06011,39.8,4.5,55.10000000000001,1.3,28.7,26.2,30,15,12.8,59048,73.42178345,6,4,0,21547,129,7.1,-33,12,881,18.6,R
06013,47.8,15.2,24.4,14.4,10.5,17.3,29.9,42.4,3.1,106555,132.4931946,1,1,1,1153526,3007,3.1,2916,7.9,25256,1465.2,D
06015,64.7,8,17.8,3.4,19.9,31,34.2,14.8,5.7,48979,60.9017334,7,8,0,27812,72,0.2,15,17.9,1454,28.4,R
06017,79.9,4.6,12.1,3.5,6.6,21.3,37.9,34.3,3.5,86202,107.1857529,1,1,1,192843,2097,-0.4,75,8.7,3418,106,R
06019,32.7,9.9,50.3,9.6,24,22.7,32.1,21.2,7.2,56926,70.78323364,2,2,1,999101,7151,7.1,479,20.5,80569,156.2,D
06021,55.9,4.4,37.5,2.6,25.2,27.2,33.4,14.2,6.1,55682,69.23641205,6,6,0,28393,426,4.3,-31,12.1,1347,21.4,R
06023,77.2,6.4,9.8,2.2,9.5,22.2,37.9,30.4,3.6,51134,63.58131409,5,8,0,135558,-686,-0.3,-17,19.1,5120,37.7,D
06025,13.700000000000001,7.7,80.4,1.5999999999999999,30.3,24.3,30.2,15.2,18.3,48102,59.81124878,3,2,1,181215,-308,9.1,33,22,15633,41.8,D
06027,66.3,4,19.4,1.3,11.4,28.6,32.8,27.2,3.5,59605,74.11437225,7,11,0,18039,93,1.1,18,11.7,567,1.8,D
06029,38.6,10.3,49.2,4.2,25.9,27.8,29.9,16.4,7.7,53245,66.20618439,2,2,1,900202,6444,7.4,81,19,66306,103.3,R
06031,35.2,12.1,50.9,3.7,26.6,25.3,33.4,14.7,7.9,57297,71.24454498,3,2,1,152940,1558,9.4,-74,16,9088,110.1,R
06033,74.1,6.6,17.1,1.1,14.2,30.5,39.7,15.5,5,46897,58.31291962,4,5,0,64386,69,-1.8,-26,18.3,3340,51.5,D
06035,66.7,11.6,17.5,1,16.8,34.5,35.7,12.9,4.6,53613,66.66376495,7,8,0,30573,-45,2.6,7,16.5,772,7.7,R
06037,27.8,13.2,47.7,13.7,20.9,20.6,26,32.5,4.4,72721,90.42313385,1,1,1,10039107,-34799,4.5,21050,13.4,385475,2419.6,D
06039,38,7.9,53.7,1.9,28.1,24.9,32.5,14.6,6.9,61105,75.97950745,3,2,1,157327,445,6.7,-139,17.6,11023,70.6,R
